provider,region,workload,phase,use_case,request_id,duration_ms,fn_ms,init_ms,exec_ms,cold,failure,cost_gb_seconds,compute_time,download_time,upload_time,source_file
aws,us,220,warm,3008,d9034a68-0d31-445d-978e-e2c9075b0355,1960.679,1531.7058563232422,0.0,0.0,False,False,0.0,1245679.0,163340.0,122576.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,db6b8bc5-2041-4053-9d6d-ff0ef9cf61d1,1876.104,1484.9331378936768,0.0,0.0,False,False,0.0,1220101.0,134601.0,130128.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,dc8f5933-550d-4c2b-9db3-da6dd7c7c758,2058.403,1661.6430282592773,0.0,0.0,False,False,0.0,1296872.0,234694.0,129967.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,dd9228b3-daca-42bb-b217-d235a11401da,1874.839,1445.0130462646484,0.0,0.0,False,False,0.0,1135258.0,144577.0,165076.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,de53bbdd-c875-4577-be2e-29e522b05b07,1888.284,1453.2639980316162,0.0,0.0,False,False,0.0,1171722.0,139989.0,141453.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,df2f945c-a692-4b26-99cc-f97e6c3d7146,1942.039,1535.8829498291016,0.0,0.0,False,False,0.0,1257959.0,156142.0,121671.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,dfdb0bb7-60bd-4379-b058-14b0699b040a,1913.279,1503.028154373169,0.0,0.0,False,False,0.0,1247762.0,143627.0,111528.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e1a0bdad-9429-422e-9b89-61118862502b,1782.664,1392.9359912872314,0.0,0.0,False,False,0.0,1161804.0,161872.0,69155.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e2847202-8abb-4ace-a923-ef449ec79352,1990.367,1562.3838901519775,0.0,0.0,False,False,0.0,1280575.0,156133.0,125563.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e3746f2c-1e41-4f11-99ac-7e4a12f91bed,1889.281,1439.4190311431885,0.0,0.0,False,False,0.0,1179058.0,152934.0,107323.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e408b717-9d3e-4a03-bfab-38af500bcec6,1812.116,1394.0999507904053,0.0,0.0,False,False,0.0,1151016.0,133845.0,109128.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e416394f-2686-47fe-ae59-1e74ed5d38b4,1850.126,1430.7079315185547,0.0,0.0,False,False,0.0,1152472.0,166338.0,111800.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e56ec34b-8fc1-4fc2-a1bc-b638ac2d7630,1961.601,1565.5388832092285,0.0,0.0,False,False,0.0,1287170.0,155268.0,122990.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,e8592448-969e-4090-8758-fddf856f5d5c,1852.076,1426.7780780792236,0.0,0.0,False,False,0.0,1170104.0,162794.0,93779.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,eac3fe28-42f0-4aba-a4f7-800a2c3ee8f8,1926.88,1516.955852508545,0.0,0.0,False,False,0.0,1293481.0,141116.0,82230.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,ed0aab32-02ed-4556-afea-e933f51fdcc2,2319.169,1930.3929805755615,0.0,0.0,False,False,0.0,1616305.0,177303.0,136673.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,ed0c4df9-c5c7-45a3-a9a0-1fe679f996f2,1915.887,1486.2418174743652,0.0,0.0,False,False,0.0,1283189.0,161541.0,41399.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,edd3d6ec-b5f0-4f32-83d4-fa64b939dffb,2185.834,1765.6528949737549,0.0,0.0,False,False,0.0,1244218.0,148306.0,373020.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,f08d1587-02b9-40f6-913d-76fc37256de5,1910.576,1483.6440086364746,0.0,0.0,False,False,0.0,1201511.0,160227.0,121804.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,f55e2503-1c86-41f0-aa5d-dc1e01b02f5b,2106.63,1690.5770301818848,0.0,0.0,False,False,0.0,1243362.0,177990.0,269111.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,f905e445-e775-44a8-a409-495bfedc728b,1946.966,1526.5309810638428,0.0,0.0,False,False,0.0,1254744.0,152599.0,119082.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,f95e7ce9-108b-47d0-8cbc-9d38a1fd1955,1925.318,1523.9310264587402,0.0,0.0,False,False,0.0,1263239.0,149434.0,111148.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,f9d7de51-0c77-48a4-a37b-5f490113528b,1908.164,1476.0479927062988,0.0,0.0,False,False,0.0,1223961.0,147445.0,104537.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,fa00afc8-d17a-4945-8c47-a1b2429d3d83,1891.178,1483.8449954986572,0.0,0.0,False,False,0.0,1242169.0,162753.0,78796.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,fa0adca2-c7aa-4d90-a8af-675c05fa834c,1921.936,1520.3840732574463,0.0,0.0,False,False,0.0,1272378.0,142618.0,105280.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,fa73474d-40dc-4e99-8856-c78a4c414dbb,1901.734,1485.7749938964844,0.0,0.0,False,False,0.0,1205796.0,135182.0,144692.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,fb4a83ab-6d7f-4c53-b62b-142b558ceb42,2056.857,1646.151065826416,0.0,0.0,False,False,0.0,1313840.0,158603.0,173589.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,ff91e8bc-4065-4777-8fce-0d61cf8e66c2,1896.433,1487.1399402618408,0.0,0.0,False,False,0.0,1243308.0,137520.0,106202.0,aws_us_220_warm_results_3008.json
